"Name of the Institution","Program","Level","Accreditation Status","Accreditation Period"
"JAYARAM COLLEGE OF ENGINEERING AND TECHNOLOGY (TIRUCHIRAPPALLI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"JAYARAM COLLEGE OF ENGINEERING AND TECHNOLOGY (TIRUCHIRAPPALLI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"JCT COLLEGE OF ENGINEERING AND TECHNOLOGY (Coimbotore)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Years 2018-19, 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"JCT COLLEGE OF ENGINEERING AND TECHNOLOGY (Coimbotore)","Electrical & Electronics Engineering","Under Graduate","ACCREDITED","Academic Years 2018-19, 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"JCT COLLEGE OF ENGINEERING AND TECHNOLOGY (Coimbotore)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Years 2018-19, 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"JCT COLLEGE OF ENGINEERING AND TECHNOLOGY (Coimbotore)","Petrochemical Engineering","Under Graduate","ACCREDITED","Academic Years 2018-19, 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"JCT COLLEGE OF ENGINEERING AND TECHNOLOGY (Coimbotore)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"JCT COLLEGE OF ENGINEERING AND TECHNOLOGY (Coimbotore)","Petroleum Engineering","Under Graduate","ACCREDITED","Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"JEPPIAAR ENGINEERING COLLEGE (CHENNAI)","BIOTECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F.19-7-2008"
"JEPPIAAR ENGINEERING COLLEGE (CHENNAI)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.19-7-2008"
"JEPPIAAR ENGINEERING COLLEGE (CHENNAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.19-7-2008"
"JEPPIAAR ENGINEERING COLLEGE (CHENNAI)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.19-7-2008"
"JEPPIAAR ENGINEERING COLLEGE (CHENNAI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.19-7-2008"
"JEPPIAAR ENGINEERING COLLEGE (Chennai)","Biotechnology","Under Graduate","ACCREDITED","Academic Year 2018-19, 2019-20 and 2020-21, i.e., upto 30-06-2021"
"Jeppiaar Institute of Technology (Kancheepuram)","Information Technology","Under Graduate","ACCREDITED","Academic year 2023-24, 2024-25 and 2025-26, i.e. upto 30-06-2026"
"Jeppiaar Institute of Technology (Kancheepuram)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic year 2023-24, 2024-25 and 2025-26, i.e. upto 30-06-2026"
"Jerusalem College of Engineering (Chennai)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"Jerusalem College of Engineering (Chennai)","Biomedical Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"Jerusalem College of Engineering (Chennai)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"JERUSALEM COLLEGE OF ENGINEERING (CHENNAI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.7-5-2003"
"JERUSALEM COLLEGE OF ENGINEERING (CHENNAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.7-5-2003"
"JERUSALEM COLLEGE OF ENGINEERING (CHENNAI)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.7-5-2003"
"JERUSALEM COLLEGE OF ENGINEERING (CHENNAI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.29-5-2009"
"JERUSALEM COLLEGE OF ENGINEERING (CHENNAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.29-5-2009"
"JERUSALEM COLLEGE OF ENGINEERING (CHENNAI)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.29-5-2009"
"JERUSALEM COLLEGE OF ENGINEERING (CHENNAI)","CIVIL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.29-5-2009"
"JERUSALEM COLLEGE OF ENGINEERING (CHENNAI)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F.29-5-2009"
"JNN Institute of Engineering (Tiruvallur)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic year 2023-24,2024-25 and 2025-26 i.e. 30-06-2026"
"K RAMAKRISHNAN COLLEGE OF ENGINEERING (Tiruchirappalli)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic year 2023-24, 2024-25 and 2025-26, i.e. upto 30-06-2026"
"K RAMAKRISHNAN COLLEGE OF ENGINEERING (Tiruchirappalli)","Electrical & Electronics Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"K RAMAKRISHNAN COLLEGE OF ENGINEERING (Tiruchirappalli)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"K RAMAKRISHNAN COLLEGE OF ENGINEERING (Tiruchirappalli)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"K RAMAKRISHNAN COLLEGE OF TECHNOLOGY (Tiruchirappalli)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2021-22, 2022-23 and 2023-24, i.e., upto 30-06-2024; Further Accredited for Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"K RAMAKRISHNAN COLLEGE OF TECHNOLOGY (Tiruchirappalli)","Civil Engineering","Under Graduate","ACCREDITED","Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"K RAMAKRISHNAN COLLEGE OF TECHNOLOGY (Tiruchirappalli)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"K RAMAKRISHNAN COLLEGE OF TECHNOLOGY (Tiruchirappalli)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022 ; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"K S R INSTITUTE FOR ENGINEERING AND TECHNOLOGY (Namakkal)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"K S R INSTITUTE FOR ENGINEERING AND TECHNOLOGY (Namakkal)","Electrical & Electronics Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"K S R INSTITUTE FOR ENGINEERING AND TECHNOLOGY (Namakkal)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"K S R INSTITUTE FOR ENGINEERING AND TECHNOLOGY (Namakkal)","Information Technology","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"K S R INSTITUTE FOR ENGINEERING AND TECHNOLOGY (Namakkal)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"K.L.N. COLLEGE OF INFORMATION TECHNOLOGY (SIVAGANGAI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 15-03-2012"
"K.L.N. COLLEGE OF INFORMATION TECHNOLOGY (SIVAGANGAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 15-03-2012"
"K.L.N. COLLEGE OF INFORMATION TECHNOLOGY (SIVAGANGAI)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F. 15-03-2012"
"K.L.N.COLLEGE OF ENGINEERING (Sivaganga)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"K.L.N.COLLEGE OF ENGINEERING (Sivaganga)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"K.L.N.COLLEGE OF ENGINEERING (Sivaganga)","Information Technology","Under Graduate","ACCREDITED","Academic year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"K.L.N.COLLEGE OF ENGINEERING (Sivaganga)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"K.L.N.COLLEGE OF ENGINEERING (Sivaganga)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Year 2016-17, 2017-18 and 2018-19, i.e., upto 30-06-2019; Further accredited from Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"K.L.N.COLLEGE OF ENGINEERING (Sivaganga)","Electrical & Electronics Engineering","Under Graduate","ACCREDITED","Academic Year 2016-17, 2017-18 and 2018-19, i.e., upto 30-06-2019; Further accredited from Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"K.L.N.COLLEGE OF ENGINEERING (Sivaganga)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2016-17, 2017-18 and 2018-19, i.e., upto 30-06-2019; Further accredited from Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"K.L.N.COLLEGE OF ENGINEERING (Sivaganga)","Information Technology","Under Graduate","ACCREDITED","Academic Year 2016-17, 2017-18 and 2018-19, i.e., upto 30-06-2019; Further accredited from Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"K.L.N.COLLEGE OF ENGINEERING (Sivaganga)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2016-17, 2017-18 and 2018-19, i.e., upto 30-06-2019; Further accredited from Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"K.S.R.COLLEGE OF ENGINEERING (TIRUCHENGODE)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 19-07-2008"
"K.S.R.COLLEGE OF ENGINEERING (TIRUCHENGODE)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 19-07-2008"
"K.S.R.COLLEGE OF ENGINEERING (TIRUCHENGODE)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F. 19-07-2008"
"K.S.R.COLLEGE OF ENGINEERING (TIRUCHENGODE)","CIVIL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 19-07-2008"
"K.S.R.COLLEGE OF ENGINEERING (TIRUCHENGODE)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 19-07-2008"
"K.S.R.COLLEGE OF ENGINEERING (TIRUCHENGODE)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 18-09-2013"
"K.S.R.COLLEGE OF ENGINEERING (TIRUCHENGODE)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 18-09-2013"
"K.S.R.COLLEGE OF ENGINEERING (TIRUCHENGODE)","MECHANICAL ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 18-09-2013"
"K.S.R.COLLEGE OF ENGINEERING (TIRUCHENGODE)","CIVIL ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 18-09-2013"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 15-02-2005"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 15-02-2005"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 15-02-2005"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 15-02-2005"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F. 16-03-2007"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","TEXTILE TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F. 16-03-2007"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","MECHATRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 16-03-2007"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","MECHANICAL ENGINEERING","UG","ACCREDITED","5 YEARS W.E.F. 19-07-2008"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 19-07-2008"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 19-07-2008"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 19-07-2008"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","CIVIL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 19-07-2008"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","BIOTECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F. 19-07-2008"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","INFORMATION TECHNOLOGY","UG","ACCREDITED","2 YEARS W.E.F. 04-01-2013"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","TEXTILE TECHNOLOGY","UG","ACCREDITED","2 YEARS W.E.F. 04-01-2013"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","MECHATRONICS ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 04-01-2013"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","BIOTECHNOLOGY","UG","ACCREDITED","2 YEARS W.E.F. 01-07-2014"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","CIVIL ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 01-07-2014"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 01-07-2014"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 01-07-2014"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 01-07-2014"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3YEARS.W.E.F.16-3-2007"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","TEXTILE TECHNOLOGY","UG","ACCREDITED","3YEARS.W.E.F.16-3-2007"
"K.S.RANGASAMY COLLEGE OF TECHNOLOGY (TIRUCHENGODE)","MECHATRONICS ENGINEERING","UG","ACCREDITED","3YEARS.W.E.F.16-3-2007"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","POLYMER TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F.19-7-2008"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.10-2-2009"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F.10-2-2009"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.10-2-2009"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.10-2-2009"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","ELECTRONICS AND INSTRUMENTATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.10-2-2009"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","BIOTECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F.10-2-2009"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","BIOTECHNOLOGY","UG","ACCREDITED","2 YEARS W.E.F. 18-09-2013"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 18-09-2013"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","POLYMER TECHNOLOGY","UG","ACCREDITED","2 YEARS W.E.F. 06-05-2014"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","Electrical & Electronics Engineering","Under Graduate","ACCREDITED","Academic Year 2017-18, 2018-19 and 2019-20, i.e., upto 30-06-2020"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","Polymer Technology","Under Graduate","ACCREDITED","Academic Years 2020-2021, 2021-2022 and 2022-2023 i.e. up to 30.06.2023"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","Biotechnology","Under Graduate","ACCREDITED","Academic Year 2017-18, 2018-19 and 2019-20, i.e., upto 30-06-2020; Further Accredited for Academic Year 2020-21, 2021-22 and 2022-23, i.e., upto 30-06-2023"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2017-18, 2018-19 and 2019-20, i.e., upto 30-06-2020; Further Accredited for Academic Year 2020-21, 2021-22 and 2022-23, i.e., upto 30-06-2023"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2020-21, 2021-22 and 2022-23, i.e., upto 30-06-2023; Further Accredited for Academic Year 2023-24, 2024-25 and 2025-26, i.e., upto 30/06/2026"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Year 2020-21, 2021-22 and 2022-23, i.e., upto 30-06-2023; Further Accredited for Academic Year 2023-24, 2024-25 and 2025-26, i.e., upto 30/06/2026"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","Biotechnology","Under Graduate","ACCREDITED","Academic year 2023-24, 2024-25 and 2025-26, i.e. upto 30-06-2026"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Years 2023-24, 2024-25 and 2025-26, i.e., upto 30/06/2026"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","Electrical and Electronics Engineering","Under Graduate","ACCREDITED","Academic year 2023-24, 2024-25 and 2025-26, i.e. upto 30-06-2026"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","Information Technology","Under Graduate","ACCREDITED","Academic Year 2021-22, 2022-23 and 2023-24, i.e., upto 30-06-2024; Further Accredited for Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY (VIRUDHUNAGAR)","Mechatronics Engineering","Under Graduate","ACCREDITED","Academic Year 2021-22, 2022-23 and 2023-24, i.e., upto 30-06-2024; Further Accredited for Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY (KANCHIPURAM)","BIOTECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F. 16-04-2009"
"KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY (KANCHIPURAM)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 05-05-2009"
"KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY (KANCHIPURAM)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 16-04-2009"
"KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY (KANCHIPURAM)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 18-09-2013"
"KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY (KANCHIPURAM)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 18-09-2013"
"KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY (KANCHIPURAM)","MECHANICAL ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 18-09-2013"
"KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY (KANCHIPURAM)","BIOTECHNOLOGY","UG","ACCREDITED","2 YEARS W.E.F. 18-09-2013"
"KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY (KANCHIPURAM)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 04-02-2014"
"KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY (KANCHIPURAM)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY (KANCHIPURAM)","Biotechnology","Under Graduate","ACCREDITED","Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"KARPAGAM COLLEGE OF ENGINEERING (COIMBATORE)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-3-2007"
"KARPAGAM COLLEGE OF ENGINEERING (COIMBATORE)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-3-2007"
"KARPAGAM COLLEGE OF ENGINEERING (COIMBATORE)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-3-2007"
"KARPAGAM COLLEGE OF ENGINEERING (COIMBATORE)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.29-5-2009"
"KARPAGAM COLLEGE OF ENGINEERING (COIMBATORE)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F.29-5-2009"
"KARPAGAM COLLEGE OF ENGINEERING (COIMBATORE)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 05-08-2013"
"Karpagam Institute of Technology (Coimbotore)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"Karpagam Institute of Technology (Coimbotore)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"Karpagam Institute of Technology (Coimbotore)","Information Technology","Under Graduate","ACCREDITED","Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"KARUNYA INSTITUTE OF TECHNOLOGY (COIMBATORE)","ELECTRONICS AND INSTRUMENTATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.9-11-2001"
"KARUNYA INSTITUTE OF TECHNOLOGY (COIMBATORE)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.9-11-2001"
